Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
306527,B000CQBZOC,A1OKMWKTNUJ6L2,"Bridget Young ""YoungMomof2""",3,3,4,1204675200,Wonderful - Great rainy day lunch!,"I buy these for my elderly grandfather who needs to watch his salt and fat intake.  He loves them and I know he is eating lunch everyday because they are easy for him to manage.<br /><br />The only down side is that he is used to just opening and consuming whatever the container size is - and according to the package label, this bowl constitutes 2 servings.  So when you read the nutrition information, keep in mind everything is DOUBLE if you eat the whole bowl..."
284521,B001P3NU44,A1OEG5GSKDJMVL,R. Jones,1,1,3,1322179200,"My dog loves these, I hate them","My dog loves these things, item as advertised. However they stink! They especially stink once they get wet from dog slobber. Two rooms away we smell the awful stink. One time my husband gave the dog one of these while I was sleeping, and the awful smell woke me up. Now it's an outdoor only treat.<br /><br />We've had no choking scares which I see people mention, but my dog enjoys chewing things up, and thoroughly chews up everything before trying to swallow."
34321,B001P3NU30,A1TF4NE87O5TFR,Jon M. Aussenberg,1,1,5,1341532800,"CET Chews work, but lets be smart about this people...","I have 2 Siberian Husky puppies, now 5 months old, each weigh about 40lbs and they both have been using the C.E.T. Enzymatic Oral Hygiene Chews for over 3 months.  I've consulted with my Vet, Animal Shelter, and Obedience Trainer who trained dogs in the military for 20 years; ALL agreed that this is a good and safe product BUT like anything else you give you puppy/dog SHOULD be supervised AND timed.  They also all agreed that the limit on giving these chews should be between 10-20 minutes and either taken away for future use, or the remainder thrown away.  If you are a SMART pet owner, you will be supervising the use of this product and if after 10 minutes, the product is beginning to be swallowed, I guess it makes sense to take the product away.  These work exactly for what they are intended, to reduce and remove tarter and plaque.  It is NOT a treat or toy!  As much as it CAN be digested, yes, some dogs will try to swallow too big a bite and begin to choke.  As pet owners, again, supervision is needed.  Remember, I have TWO pups, and after 15-20 minutes, all I need to say is ""drop it"" and they listen and do so because I am also a RESPONSIBLE pet owner and have already begun training them to listen.  If the chews aren't too badly mangled, I save for the next/another day, otherwise, they get trashed.  The only other note I will also agree on is the lack of consistency in size/shape of these chews.  Great product otherwise."
137180,B001P05K7M,A2OHXUSTV4Y4LG,Marylynn Cassone,0,0,5,1303344000,My dog LOVES these bones and so do I....,"These bones really freshen the breath and clean the teeth.  My dog was a rescue whose teeth were beyond gross.  After having them professionally cleaned, he still had terrible breath.  After giving these on a regular basis - his breath is much more pleasant.  I usually buy these from my Vet at a greater expense.  Glad to find these online for less money, more convenient, and don't have to wait for a Vet appt to get them.  I bought 3 more bags since this order."
230414,B002YJCAKI,AX6MMCHNR8939,MW,0,0,3,1332288000,"It's okay, very mild","This tea is okay. It is not very strong at all, but if you want a mild pick-me-up with a slight hint of the blueberry/acai flavor, this will do the trick.  I will probably try the other flavors as well."
284088,B0051COPH6,A267FU71Z01CIH,"Kipp Poe Speicher ""Kipp Poe Speicher""",0,0,4,1336953600,Nice and convenient,Having my grandson over every weekend I thought I would give this product a try. Very glad I did he really likes it and it so easy to serve and dispose of the packaging. He really seems satisfied and full after eating.
209269,B00139YUVW,ARRNCLFH7KVS1,Oregon Girl,0,0,5,1319932800,Good flavor,"I tried several of the flavored Stevia drops and this one gives a good peppermint flavor without having to use so much that you get the strange Stevia aftertaste.  The cinnamon was my favorite, but this one was good also."
384803,B001ELL9GI,A16ER0HOSPCE7J,Josh Light Guru,0,0,5,1303603200,Delicious Nibs,"Delicious & good for you. Put em on oatmeal, or even spread with peanut butter and jam on pumpernickel rounds. Healthy doesn't get better than this."
16692,B001LGGH40,A2FRFAQCWZJT3Q,"B. Davis ""The Happy Hermit""",2,2,1,1238630400,WAY sweet,"I tried this, just one can, and am glad I had not bought more.  I do admire the company for coming up with an alternative to typical soft drinks but it's not for me.  I'd describe it as a sickeningly sweet syrup with very little carbonation added.  Plenty of carbonation is essential to a soft drink, it makes it sparkly and refreshing, plus it counteracts the sweetness.  As I said I'm glad it was just one can, my only regret is that I wasted 1.5 ounces of perfectly good vodka trying to make it more palatable and it didn't."
44427,B000LDQWHG,AJQWUGRNRKM9K,Mary,0,0,5,1337558400,Kiesha loves these!!,My dog loves this toy.  She can go thru a few of these in a day if we let her.  The only problem is that she figured out how to chew them off the toy in about 1 minute.  So we tend to go thru a lot of them.
109330,B001EQ5PLS,ARRLD1IJ8PJIN,Leila Martin,0,0,4,1347580800,Good product but really small amount,"Really like this Stevia.  No aftertaste at all so great in coffe, juice, tea etc.  my only complaint with this specific stevia<br />Product is the size is so small.  I realize it is meant to be a size of Stevia easy to take with you, but it's such a small amount<br />The bottle does not last very long.<br /><br />I guess if you only use 1 or 2 drops it works, but I use lemon also in my tea so it takes more than 1 or 2 drops to get<br />The taste I like.<br /><br />This should be at least twice it's size"
281160,B002R8SLUY,A26LD9FQHTM8ZH,OlyNomad,0,0,4,1330473600,Healthy pet treat,"I have two dogs, a Lab and a Chihuahua.  These were a big success with my Chihuahua and he gets super excited any time he hears the bag so much as move and he wolfs them right down.  But he is a food-obsessed dog and I rarely encounter something he'll turn down.  My Lab doesn't care much for them, but she doesn't like crunchy treats much anymore (she's older).  They are made and sourced in the USA and ""free of wheat, corn, soy and artificial ingredients, colors or preservatives.""  The ingredients are in this order pumpkin, organic oatmeal, pearled barley, potatoes, oat fiber, canola oil, brown sugar, bananas, cinnamon, natural flavor, vanilla, mixed tocopherols.  The package says under 9 calories per treat, about 90 treats per pouch (so they'll last a long time.)"
215153,B0030VBRCG,A3PR3ZEVR9YG3S,"Morgannin ""Eco-friendly mom""",0,0,5,1326326400,Daughter's Favorite,"This is my daughter's favorite Stage 2 food! This smells great and actually tastes good. Why would I give my daughter something that tasted bad? I always mix her Stage 2 foods with baby cereal (sometimes yogurt). I switch this out with the Stage 2 Spinach, Mango, Pear pouches.<br /><br />Some things you should know about Happy Baby:<br /><br />Organic ingredients<br />BPA-free packaging<br />Many Vegan choices<br />Gluten free snacks<br />Stage 1 and Stage 2 Pouches are Kosher<br />No GMO's<br />Allergy conscious (no soy, gluten, dairy, or added sugar, and processed in a nut free facility)"
279423,B004MNITUY,A3IMTGUQ5Z87O5,"evansgarcia ""evansgarcia""",0,0,5,1300838400,tastes like homemade oatmeal!!,this is delicious!! It is so vastly different from traditional instant oatmeal that it can't even be compared. It tastes almost as good as my homemade oatmeal and my kids love it!!
364303,B002Z2QBOA,A1H2S0VABGHAX,Matt,1,1,5,1321660800,Awesome Kcups,"Okay so I have many different flavored Kcups and then when I got this I have already tried the Ginger bread, which is pretty good and really does taste like Gingerbread.  So I am reviewing the Spicy Eggnog (which I love eggnog) this is not an overwhelming flavor but it has an amazing flavor. Then the real shocker is the Golden French Toast.... it was the best of the bunch and it was the only one I didn't think I would like, well I was greatly mistaken.  The only Negative I have found is that they all look the same in the box.  My suggestion is that they need to change the tops to different colors so you can easily distinguish between the three.  Other then that this is well worth it!"
279870,B000BF10IA,A29VH0XAI0VGJV,"Tammy ""TR Felcie""",3,5,5,1245888000,A must have!,My husband and son are vegetarians. I am not and we all love it. My son is 2 yrs old and a picky eater. He will eat this out of the can... no questions asked. We usually serve it with mashed potato. I recommend this as well as the chili- that's my favorite.
394480,B006RN8HHC,A2WVF9ZQ068DN0,Living it up,1,1,5,1326758400,BEST brown rice at a fantastic price!,"I picked up a bag of this rice at the Baton Rouge farmers market a couple of years ago while on vacation. Tried it, was instantly addicted. This is not only the best tasting brown rice our family has ever tried, it is one of the most ""stable"" shelf-wise as well.<br /><br />This is the only rice I use now unless a recipe specifices something specific.  I've found it tastes great regardless of whether it is being served with Cajun, Oriental, Italian, or any other type of ethinc recipes.<br /><br />I cannot imagine anyone not liking this rice...wish it were sold in national grocery chains for convenience sake. We always have a bag in the frig and multiple in the freezer.<br /><br />Side note that doesn't affect rating:  Like the old packaging better as the clear bags let you admire the beautiful grains.  Also felt more like a farm to table kind of package.  This new package is to sterile/modern or something for my taste."
107272,B005DFL4PM,A3U7JMA33P90H4,M. Walsh,0,0,5,1343001600,great product,I bought this to put into smoothies.  I do weight watchers and the serving size is 1-2 points. You can taste the PB but not have to worry about the extra fat and calories. I really like this product.
82953,B007TGDXNO,A2NS574AGJLJ3Q,Richard A. Rasmussen,0,0,5,1337558400,Very good coffee!,"Because these K-cups are made a little differently, I was skeptical of just how the coffee would taste.  I ordered both the French Roast and Fog Chaser and if you like your coffee to have a robust flavor, you will like both of these.  I have now ordered the larger 80 count boxes of each."
354396,B001VIY8BW,A19M6HJ5MLIWOU,zenobia,2,2,5,1320451200,molly likes it,arrived really fast very happy with it. and molly really likes it. and yuna wants to try it to. so very happy and it also was seal up well thank you seller.
